Field Name,Category,Description,Sheet,Cell
ASSET_MANAGEMENT_FEE_YEAR_1,Annual Cashflows,ASSET_MANAGEMENT_FEE_YEAR_1,Annual Cashflows,$I$51
ASSET_MANAGEMENT_FEE_YEAR_2,Annual Cashflows,ASSET_MANAGEMENT_FEE_YEAR_2,Annual Cashflows,$J$51
ASSET_MANAGEMENT_FEE_YEAR_3,Annual Cashflows,ASSET_MANAGEMENT_FEE_YEAR_3,Annual Cashflows,$K$51
ASSET_MANAGEMENT_FEE_YEAR_4,Annual Cashflows,ASSET_MANAGEMENT_FEE_YEAR_4,Annual Cashflows,$L$51
ASSET_MANAGEMENT_FEE_YEAR_5,Annual Cashflows,ASSET_MANAGEMENT_FEE_YEAR_5,Annual Cashflows,$M$51
TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_1,Annual Cashflows,TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_1,Annual Cashflows,$I$52
TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_2,Annual Cashflows,TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_2,Annual Cashflows,$J$52
TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_3,Annual Cashflows,TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_3,Annual Cashflows,$K$52
TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_4,Annual Cashflows,TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_4,Annual Cashflows,$L$52
TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_5,Annual Cashflows,TOTAL_BELOW_THE_LINE_EXPENSES_YEAR_5,Annual Cashflows,$M$52
PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_1,Annual Cashflows,PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_1,Annual Cashflows,$I$53
PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_2,Annual Cashflows,PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_2,Annual Cashflows,$J$53
PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_3,Annual Cashflows,PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_3,Annual Cashflows,$K$53
PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_4,Annual Cashflows,PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_4,Annual Cashflows,$L$53
PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_5,Annual Cashflows,PREPAID_INTEREST_TAXES_AND_INSURANCE_YEAR_5,Annual Cashflows,$M$53
NET_INCOME_YEAR_1,Annual Cashflows,NET_INCOME_YEAR_1,Annual Cashflows,$I$54
NET_INCOME_YEAR_2,Annual Cashflows,NET_INCOME_YEAR_2,Annual Cashflows,$J$54
NET_INCOME_YEAR_3,Annual Cashflows,NET_INCOME_YEAR_3,Annual Cashflows,$K$54
NET_INCOME_YEAR_4,Annual Cashflows,NET_INCOME_YEAR_4,Annual Cashflows,$L$54
NET_INCOME_YEAR_5,Annual Cashflows,NET_INCOME_YEAR_5,Annual Cashflows,$M$54
NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_1,Annual Cashflows,NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_1,Annual Cashflows,$I$55
NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_2,Annual Cashflows,NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_2,Annual Cashflows,$J$55
NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_3,Annual Cashflows,NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_3,Annual Cashflows,$K$55
NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_4,Annual Cashflows,NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_4,Annual Cashflows,$L$55
NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_5,Annual Cashflows,NET_INCOME_MARGIN_EXCLUDING_RESERVES_YEAR_5,Annual Cashflows,$M$55
NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_1,Annual Cashflows,NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_1,Annual Cashflows,$I$56
NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_2,Annual Cashflows,NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_2,Annual Cashflows,$J$56
NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_3,Annual Cashflows,NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_3,Annual Cashflows,$K$56
NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_4,Annual Cashflows,NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_4,Annual Cashflows,$L$56
NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_5,Annual Cashflows,NET_INCOME_MARGIN_INCLUDING_RESERVES_YEAR_5,Annual Cashflows,$M$56
EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_1,Annual Cashflows,EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_1,Annual Cashflows,$I$57
EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_2,Annual Cashflows,EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_2,Annual Cashflows,$J$57
EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_3,Annual Cashflows,EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_3,Annual Cashflows,$K$57
EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_4,Annual Cashflows,EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_4,Annual Cashflows,$L$57
EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_5,Annual Cashflows,EQUITY_CASH_ON_CASH_EXCLUDING_PROJECTLEVEL_FEES_YEAR_5,Annual Cashflows,$M$57
SALES_COMP_1_SALE_DATE,Sales Comps,Sales Comp 1 - Sale Date,Sales Comp Analysis,$C$8
SALES_COMP_1_PROPERTY_NAME,Sales Comps,Sales Comp 1 - Property Name,Sales Comp Analysis,$D$8
SALES_COMP_1_CITY,Sales Comps,Sales Comp 1 - City,Sales Comp Analysis,$F$8
SALES_COMP_1_LATITUDE,Sales Comps,Sales Comp 1 - Latitude,Sales Comp Analysis,$I$8
SALES_COMP_1_LONGITUDE,Sales Comps,Sales Comp 1 - Longitude,Sales Comp Analysis,$J$8
SALES_COMP_1_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 1 - Distance to Subject,Sales Comp Analysis,$K$8
SALES_COMP_1_BUILDING_TYPE,Sales Comps,Sales Comp 1 - Building Type,Sales Comp Analysis,$N$8
SALES_COMP_1_YEAR_BUILT,Sales Comps,Sales Comp 1 - Year Built,Sales Comp Analysis,$O$8
SALES_COMP_1_STORIES,Sales Comps,Sales Comp 1 -  Stories,Sales Comp Analysis,$R$8
SALES_COMP_1_UNITS,Sales Comps,Sales Comp 1 -  Units,Sales Comp Analysis,$S$8
SALES_COMP_1_AVG_NRSF,Sales Comps,Sales Comp 1 - Avg NRSF,Sales Comp Analysis,$T$8
SALES_COMP_1_SALES_PRICE,Sales Comps,Sales Comp 1 - Sales Price,Sales Comp Analysis,$AA$8
SALES_COMP_1_CAP_RATE,Sales Comps,Sales Comp 1 - Cap Rate,Sales Comp Analysis,$AE$8
SALES_COMP_2_SALE_DATE,Sales Comps,Sales Comp 2 - Sale Date,Sales Comp Analysis,$C$9
SALES_COMP_2_PROPERTY_NAME,Sales Comps,Sales Comp 2 - Property Name,Sales Comp Analysis,$D$9
SALES_COMP_2_CITY,Sales Comps,Sales Comp 2 - City,Sales Comp Analysis,$F$9
SALES_COMP_2_LATITUDE,Sales Comps,Sales Comp 2 - Latitude,Sales Comp Analysis,$I$9
SALES_COMP_2_LONGITUDE,Sales Comps,Sales Comp 2 - Longitude,Sales Comp Analysis,$J$9
SALES_COMP_2_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 2 - Distance to Subject,Sales Comp Analysis,$K$9
SALES_COMP_2_BUILDING_TYPE,Sales Comps,Sales Comp 2 - Building Type,Sales Comp Analysis,$N$9
SALES_COMP_2_YEAR_BUILT,Sales Comps,Sales Comp 2 - Year Built,Sales Comp Analysis,$O$9
SALES_COMP_2_STORIES,Sales Comps,Sales Comp 2 -  Stories,Sales Comp Analysis,$R$9
SALES_COMP_2_UNITS,Sales Comps,Sales Comp 2 -  Units,Sales Comp Analysis,$S$9
SALES_COMP_2_AVG_NRSF,Sales Comps,Sales Comp 2 - Avg NRSF,Sales Comp Analysis,$T$9
SALES_COMP_2_SALES_PRICE,Sales Comps,Sales Comp 2 - Sales Price,Sales Comp Analysis,$AA$9
SALES_COMP_2_CAP_RATE,Sales Comps,Sales Comp 2 - Cap Rate,Sales Comp Analysis,$AE$9
SALES_COMP_3_SALE_DATE,Sales Comps,Sales Comp 3 - Sale Date,Sales Comp Analysis,$C$10
SALES_COMP_3_PROPERTY_NAME,Sales Comps,Sales Comp 3 - Property Name,Sales Comp Analysis,$D$10
SALES_COMP_3_CITY,Sales Comps,Sales Comp 3 - City,Sales Comp Analysis,$F$10
SALES_COMP_3_LATITUDE,Sales Comps,Sales Comp 3 - Latitude,Sales Comp Analysis,$I$10
SALES_COMP_3_LONGITUDE,Sales Comps,Sales Comp 3 - Longitude,Sales Comp Analysis,$J$10
SALES_COMP_3_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 3 - Distance to Subject,Sales Comp Analysis,$K$10
SALES_COMP_3_BUILDING_TYPE,Sales Comps,Sales Comp 3 - Building Type,Sales Comp Analysis,$N$10
SALES_COMP_3_YEAR_BUILT,Sales Comps,Sales Comp 3 - Year Built,Sales Comp Analysis,$O$10
SALES_COMP_3_STORIES,Sales Comps,Sales Comp 3 -  Stories,Sales Comp Analysis,$R$10
SALES_COMP_3_UNITS,Sales Comps,Sales Comp 3 -  Units,Sales Comp Analysis,$S$10
SALES_COMP_3_AVG_NRSF,Sales Comps,Sales Comp 3 - Avg NRSF,Sales Comp Analysis,$T$10
SALES_COMP_3_SALES_PRICE,Sales Comps,Sales Comp 3 - Sales Price,Sales Comp Analysis,$AA$10
SALES_COMP_3_CAP_RATE,Sales Comps,Sales Comp 3 - Cap Rate,Sales Comp Analysis,$AE$10
SALES_COMP_4_SALE_DATE,Sales Comps,Sales Comp 4 - Sale Date,Sales Comp Analysis,$C$11
SALES_COMP_4_PROPERTY_NAME,Sales Comps,Sales Comp 4 - Property Name,Sales Comp Analysis,$D$11
SALES_COMP_4_CITY,Sales Comps,Sales Comp 4 - City,Sales Comp Analysis,$F$11
SALES_COMP_4_LATITUDE,Sales Comps,Sales Comp 4 - Latitude,Sales Comp Analysis,$I$11
SALES_COMP_4_LONGITUDE,Sales Comps,Sales Comp 4 - Longitude,Sales Comp Analysis,$J$11
SALES_COMP_4_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 4 - Distance to Subject,Sales Comp Analysis,$K$11
SALES_COMP_4_BUILDING_TYPE,Sales Comps,Sales Comp 4 - Building Type,Sales Comp Analysis,$N$11
SALES_COMP_4_YEAR_BUILT,Sales Comps,Sales Comp 4 - Year Built,Sales Comp Analysis,$O$11
SALES_COMP_4_STORIES,Sales Comps,Sales Comp 4 -  Stories,Sales Comp Analysis,$R$11
SALES_COMP_4_UNITS,Sales Comps,Sales Comp 4 -  Units,Sales Comp Analysis,$S$11
SALES_COMP_4_AVG_NRSF,Sales Comps,Sales Comp 4 - Avg NRSF,Sales Comp Analysis,$T$11
SALES_COMP_4_SALES_PRICE,Sales Comps,Sales Comp 4 - Sales Price,Sales Comp Analysis,$AA$11
SALES_COMP_4_CAP_RATE,Sales Comps,Sales Comp 4 - Cap Rate,Sales Comp Analysis,$AE$11
SALES_COMP_5_SALE_DATE,Sales Comps,Sales Comp 5 - Sale Date,Sales Comp Analysis,$C$12
SALES_COMP_5_PROPERTY_NAME,Sales Comps,Sales Comp 5 - Property Name,Sales Comp Analysis,$D$12
SALES_COMP_5_CITY,Sales Comps,Sales Comp 5 - City,Sales Comp Analysis,$F$12
SALES_COMP_5_LATITUDE,Sales Comps,Sales Comp 5 - Latitude,Sales Comp Analysis,$I$12
SALES_COMP_5_LONGITUDE,Sales Comps,Sales Comp 5 - Longitude,Sales Comp Analysis,$J$12
SALES_COMP_5_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 5 - Distance to Subject,Sales Comp Analysis,$K$12
SALES_COMP_5_BUILDING_TYPE,Sales Comps,Sales Comp 5 - Building Type,Sales Comp Analysis,$N$12
SALES_COMP_5_YEAR_BUILT,Sales Comps,Sales Comp 5 - Year Built,Sales Comp Analysis,$O$12
SALES_COMP_5_STORIES,Sales Comps,Sales Comp 5 -  Stories,Sales Comp Analysis,$R$12
SALES_COMP_5_UNITS,Sales Comps,Sales Comp 5 -  Units,Sales Comp Analysis,$S$12
SALES_COMP_5_AVG_NRSF,Sales Comps,Sales Comp 5 - Avg NRSF,Sales Comp Analysis,$T$12
SALES_COMP_5_SALES_PRICE,Sales Comps,Sales Comp 5 - Sales Price,Sales Comp Analysis,$AA$12
SALES_COMP_5_CAP_RATE,Sales Comps,Sales Comp 5 - Cap Rate,Sales Comp Analysis,$AE$12
SALES_COMP_6_SALE_DATE,Sales Comps,Sales Comp 6 - Sale Date,Sales Comp Analysis,$C$13
SALES_COMP_6_PROPERTY_NAME,Sales Comps,Sales Comp 6 - Property Name,Sales Comp Analysis,$D$13
SALES_COMP_6_CITY,Sales Comps,Sales Comp 6 - City,Sales Comp Analysis,$F$13
SALES_COMP_6_LATITUDE,Sales Comps,Sales Comp 6 - Latitude,Sales Comp Analysis,$I$13
SALES_COMP_6_LONGITUDE,Sales Comps,Sales Comp 6 - Longitude,Sales Comp Analysis,$J$13
SALES_COMP_6_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 6 - Distance to Subject,Sales Comp Analysis,$K$13
SALES_COMP_6_BUILDING_TYPE,Sales Comps,Sales Comp 6 - Building Type,Sales Comp Analysis,$N$13
SALES_COMP_6_YEAR_BUILT,Sales Comps,Sales Comp 6 - Year Built,Sales Comp Analysis,$O$13
SALES_COMP_6_STORIES,Sales Comps,Sales Comp 6 -  Stories,Sales Comp Analysis,$R$13
SALES_COMP_6_UNITS,Sales Comps,Sales Comp 6 -  Units,Sales Comp Analysis,$S$13
SALES_COMP_6_AVG_NRSF,Sales Comps,Sales Comp 6 - Avg NRSF,Sales Comp Analysis,$T$13
SALES_COMP_6_SALES_PRICE,Sales Comps,Sales Comp 6 - Sales Price,Sales Comp Analysis,$AA$13
SALES_COMP_6_CAP_RATE,Sales Comps,Sales Comp 6 - Cap Rate,Sales Comp Analysis,$AE$13
SALES_COMP_7_SALE_DATE,Sales Comps,Sales Comp 7 - Sale Date,Sales Comp Analysis,$C$14
SALES_COMP_7_PROPERTY_NAME,Sales Comps,Sales Comp 7 - Property Name,Sales Comp Analysis,$D$14
SALES_COMP_7_CITY,Sales Comps,Sales Comp 7 - City,Sales Comp Analysis,$F$14
SALES_COMP_7_LATITUDE,Sales Comps,Sales Comp 7 - Latitude,Sales Comp Analysis,$I$14
SALES_COMP_7_LONGITUDE,Sales Comps,Sales Comp 7 - Longitude,Sales Comp Analysis,$J$14
SALES_COMP_7_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 7 - Distance to Subject,Sales Comp Analysis,$K$14
SALES_COMP_7_BUILDING_TYPE,Sales Comps,Sales Comp 7 - Building Type,Sales Comp Analysis,$N$14
SALES_COMP_7_YEAR_BUILT,Sales Comps,Sales Comp 7 - Year Built,Sales Comp Analysis,$O$14
SALES_COMP_7_STORIES,Sales Comps,Sales Comp 7 -  Stories,Sales Comp Analysis,$R$14
SALES_COMP_7_UNITS,Sales Comps,Sales Comp 7 -  Units,Sales Comp Analysis,$S$14
SALES_COMP_7_AVG_NRSF,Sales Comps,Sales Comp 7 - Avg NRSF,Sales Comp Analysis,$T$14
SALES_COMP_7_SALES_PRICE,Sales Comps,Sales Comp 7 - Sales Price,Sales Comp Analysis,$AA$14
SALES_COMP_7_CAP_RATE,Sales Comps,Sales Comp 7 - Cap Rate,Sales Comp Analysis,$AE$14
SALES_COMP_8_SALE_DATE,Sales Comps,Sales Comp 8 - Sale Date,Sales Comp Analysis,$C$15
SALES_COMP_8_PROPERTY_NAME,Sales Comps,Sales Comp 8 - Property Name,Sales Comp Analysis,$D$15
SALES_COMP_8_CITY,Sales Comps,Sales Comp 8 - City,Sales Comp Analysis,$F$15
SALES_COMP_8_LATITUDE,Sales Comps,Sales Comp 8 - Latitude,Sales Comp Analysis,$I$15
SALES_COMP_8_LONGITUDE,Sales Comps,Sales Comp 8 - Longitude,Sales Comp Analysis,$J$15
SALES_COMP_8_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 8 - Distance to Subject,Sales Comp Analysis,$K$15
SALES_COMP_8_BUILDING_TYPE,Sales Comps,Sales Comp 8 - Building Type,Sales Comp Analysis,$N$15
SALES_COMP_8_YEAR_BUILT,Sales Comps,Sales Comp 8 - Year Built,Sales Comp Analysis,$O$15
SALES_COMP_8_STORIES,Sales Comps,Sales Comp 8 -  Stories,Sales Comp Analysis,$R$15
SALES_COMP_8_UNITS,Sales Comps,Sales Comp 8 -  Units,Sales Comp Analysis,$S$15
SALES_COMP_8_AVG_NRSF,Sales Comps,Sales Comp 8 - Avg NRSF,Sales Comp Analysis,$T$15
SALES_COMP_8_SALES_PRICE,Sales Comps,Sales Comp 8 - Sales Price,Sales Comp Analysis,$AA$15
SALES_COMP_8_CAP_RATE,Sales Comps,Sales Comp 8 - Cap Rate,Sales Comp Analysis,$AE$15
SALES_COMP_9_SALE_DATE,Sales Comps,Sales Comp 9 - Sale Date,Sales Comp Analysis,$C$16
SALES_COMP_9_PROPERTY_NAME,Sales Comps,Sales Comp 9 - Property Name,Sales Comp Analysis,$D$16
SALES_COMP_9_CITY,Sales Comps,Sales Comp 9 - City,Sales Comp Analysis,$F$16
SALES_COMP_9_LATITUDE,Sales Comps,Sales Comp 9 - Latitude,Sales Comp Analysis,$I$16
SALES_COMP_9_LONGITUDE,Sales Comps,Sales Comp 9 - Longitude,Sales Comp Analysis,$J$16
SALES_COMP_9_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 9 - Distance to Subject,Sales Comp Analysis,$K$16
SALES_COMP_9_BUILDING_TYPE,Sales Comps,Sales Comp 9 - Building Type,Sales Comp Analysis,$N$16
SALES_COMP_9_YEAR_BUILT,Sales Comps,Sales Comp 9 - Year Built,Sales Comp Analysis,$O$16
SALES_COMP_9_STORIES,Sales Comps,Sales Comp 9 -  Stories,Sales Comp Analysis,$R$16
SALES_COMP_9_UNITS,Sales Comps,Sales Comp 9 -  Units,Sales Comp Analysis,$S$16
SALES_COMP_9_AVG_NRSF,Sales Comps,Sales Comp 9 - Avg NRSF,Sales Comp Analysis,$T$16
SALES_COMP_9_SALES_PRICE,Sales Comps,Sales Comp 9 - Sales Price,Sales Comp Analysis,$AA$16
SALES_COMP_9_CAP_RATE,Sales Comps,Sales Comp 9 - Cap Rate,Sales Comp Analysis,$AE$16
SALES_COMP_10_SALE_DATE,Sales Comps,Sales Comp 10 - Sale Date,Sales Comp Analysis,$C$17
SALES_COMP_10_PROPERTY_NAME,Sales Comps,Sales Comp 10 - Property Name,Sales Comp Analysis,$D$17
SALES_COMP_10_CITY,Sales Comps,Sales Comp 10 - City,Sales Comp Analysis,$F$17
SALES_COMP_10_LATITUDE,Sales Comps,Sales Comp 10 - Latitude,Sales Comp Analysis,$I$17
SALES_COMP_10_LONGITUDE,Sales Comps,Sales Comp 10 - Longitude,Sales Comp Analysis,$J$17
SALES_COMP_10_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 10 - Distance to Subject,Sales Comp Analysis,$K$17
SALES_COMP_10_BUILDING_TYPE,Sales Comps,Sales Comp 10 - Building Type,Sales Comp Analysis,$N$17
SALES_COMP_10_YEAR_BUILT,Sales Comps,Sales Comp 10 - Year Built,Sales Comp Analysis,$O$17
SALES_COMP_10_STORIES,Sales Comps,Sales Comp 10 -  Stories,Sales Comp Analysis,$R$17
SALES_COMP_10_UNITS,Sales Comps,Sales Comp 10 -  Units,Sales Comp Analysis,$S$17
SALES_COMP_10_AVG_NRSF,Sales Comps,Sales Comp 10 - Avg NRSF,Sales Comp Analysis,$T$17
SALES_COMP_10_SALES_PRICE,Sales Comps,Sales Comp 10 - Sales Price,Sales Comp Analysis,$AA$17
SALES_COMP_10_CAP_RATE,Sales Comps,Sales Comp 10 - Cap Rate,Sales Comp Analysis,$AE$17
SALES_COMP_11_SALE_DATE,Sales Comps,Sales Comp 11 - Sale Date,Sales Comp Analysis,$C$18
SALES_COMP_11_PROPERTY_NAME,Sales Comps,Sales Comp 11 - Property Name,Sales Comp Analysis,$D$18
SALES_COMP_11_CITY,Sales Comps,Sales Comp 11 - City,Sales Comp Analysis,$F$18
SALES_COMP_11_LATITUDE,Sales Comps,Sales Comp 11 - Latitude,Sales Comp Analysis,$I$18
SALES_COMP_11_LONGITUDE,Sales Comps,Sales Comp 11 - Longitude,Sales Comp Analysis,$J$18
SALES_COMP_11_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 11 - Distance to Subject,Sales Comp Analysis,$K$18
SALES_COMP_11_BUILDING_TYPE,Sales Comps,Sales Comp 11 - Building Type,Sales Comp Analysis,$N$18
SALES_COMP_11_YEAR_BUILT,Sales Comps,Sales Comp 11 - Year Built,Sales Comp Analysis,$O$18
SALES_COMP_11_STORIES,Sales Comps,Sales Comp 11 -  Stories,Sales Comp Analysis,$R$18
SALES_COMP_11_UNITS,Sales Comps,Sales Comp 11 -  Units,Sales Comp Analysis,$S$18
SALES_COMP_11_AVG_NRSF,Sales Comps,Sales Comp 11 - Avg NRSF,Sales Comp Analysis,$T$18
SALES_COMP_11_SALES_PRICE,Sales Comps,Sales Comp 11 - Sales Price,Sales Comp Analysis,$AA$18
SALES_COMP_11_CAP_RATE,Sales Comps,Sales Comp 11 - Cap Rate,Sales Comp Analysis,$AE$18
SALES_COMP_12_SALE_DATE,Sales Comps,Sales Comp 12 - Sale Date,Sales Comp Analysis,$C$19
SALES_COMP_12_PROPERTY_NAME,Sales Comps,Sales Comp 12 - Property Name,Sales Comp Analysis,$D$19
SALES_COMP_12_CITY,Sales Comps,Sales Comp 12 - City,Sales Comp Analysis,$F$19
SALES_COMP_12_LATITUDE,Sales Comps,Sales Comp 12 - Latitude,Sales Comp Analysis,$I$19
SALES_COMP_12_LONGITUDE,Sales Comps,Sales Comp 12 - Longitude,Sales Comp Analysis,$J$19
SALES_COMP_12_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 12 - Distance to Subject,Sales Comp Analysis,$K$19
SALES_COMP_12_BUILDING_TYPE,Sales Comps,Sales Comp 12 - Building Type,Sales Comp Analysis,$N$19
SALES_COMP_12_YEAR_BUILT,Sales Comps,Sales Comp 12 - Year Built,Sales Comp Analysis,$O$19
SALES_COMP_12_STORIES,Sales Comps,Sales Comp 12 -  Stories,Sales Comp Analysis,$R$19
SALES_COMP_12_UNITS,Sales Comps,Sales Comp 12 -  Units,Sales Comp Analysis,$S$19
SALES_COMP_12_AVG_NRSF,Sales Comps,Sales Comp 12 - Avg NRSF,Sales Comp Analysis,$T$19
SALES_COMP_12_SALES_PRICE,Sales Comps,Sales Comp 12 - Sales Price,Sales Comp Analysis,$AA$19
SALES_COMP_12_CAP_RATE,Sales Comps,Sales Comp 12 - Cap Rate,Sales Comp Analysis,$AE$19
SALES_COMP_13_SALE_DATE,Sales Comps,Sales Comp 13 - Sale Date,Sales Comp Analysis,$C$20
SALES_COMP_13_PROPERTY_NAME,Sales Comps,Sales Comp 13 - Property Name,Sales Comp Analysis,$D$20
SALES_COMP_13_CITY,Sales Comps,Sales Comp 13 - City,Sales Comp Analysis,$F$20
SALES_COMP_13_LATITUDE,Sales Comps,Sales Comp 13 - Latitude,Sales Comp Analysis,$I$20
SALES_COMP_13_LONGITUDE,Sales Comps,Sales Comp 13 - Longitude,Sales Comp Analysis,$J$20
SALES_COMP_13_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 13 - Distance to Subject,Sales Comp Analysis,$K$20
SALES_COMP_13_BUILDING_TYPE,Sales Comps,Sales Comp 13 - Building Type,Sales Comp Analysis,$N$20
SALES_COMP_13_YEAR_BUILT,Sales Comps,Sales Comp 13 - Year Built,Sales Comp Analysis,$O$20
SALES_COMP_13_STORIES,Sales Comps,Sales Comp 13 -  Stories,Sales Comp Analysis,$R$20
SALES_COMP_13_UNITS,Sales Comps,Sales Comp 13 -  Units,Sales Comp Analysis,$S$20
SALES_COMP_13_AVG_NRSF,Sales Comps,Sales Comp 13 - Avg NRSF,Sales Comp Analysis,$T$20
SALES_COMP_13_SALES_PRICE,Sales Comps,Sales Comp 13 - Sales Price,Sales Comp Analysis,$AA$20
SALES_COMP_13_CAP_RATE,Sales Comps,Sales Comp 13 - Cap Rate,Sales Comp Analysis,$AE$20
SALES_COMP_14_SALE_DATE,Sales Comps,Sales Comp 14 - Sale Date,Sales Comp Analysis,$C$21
SALES_COMP_14_PROPERTY_NAME,Sales Comps,Sales Comp 14 - Property Name,Sales Comp Analysis,$D$21
SALES_COMP_14_CITY,Sales Comps,Sales Comp 14 - City,Sales Comp Analysis,$F$21
SALES_COMP_14_LATITUDE,Sales Comps,Sales Comp 14 - Latitude,Sales Comp Analysis,$I$21
SALES_COMP_14_LONGITUDE,Sales Comps,Sales Comp 14 - Longitude,Sales Comp Analysis,$J$21
SALES_COMP_14_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 14 - Distance to Subject,Sales Comp Analysis,$K$21
SALES_COMP_14_BUILDING_TYPE,Sales Comps,Sales Comp 14 - Building Type,Sales Comp Analysis,$N$21
SALES_COMP_14_YEAR_BUILT,Sales Comps,Sales Comp 14 - Year Built,Sales Comp Analysis,$O$21
SALES_COMP_14_STORIES,Sales Comps,Sales Comp 14 -  Stories,Sales Comp Analysis,$R$21
SALES_COMP_14_UNITS,Sales Comps,Sales Comp 14 -  Units,Sales Comp Analysis,$S$21
SALES_COMP_14_AVG_NRSF,Sales Comps,Sales Comp 14 - Avg NRSF,Sales Comp Analysis,$T$21
SALES_COMP_14_SALES_PRICE,Sales Comps,Sales Comp 14 - Sales Price,Sales Comp Analysis,$AA$21
SALES_COMP_14_CAP_RATE,Sales Comps,Sales Comp 14 - Cap Rate,Sales Comp Analysis,$AE$21
SALES_COMP_15_SALE_DATE,Sales Comps,Sales Comp 15 - Sale Date,Sales Comp Analysis,$C$22
SALES_COMP_15_PROPERTY_NAME,Sales Comps,Sales Comp 15 - Property Name,Sales Comp Analysis,$D$22
SALES_COMP_15_CITY,Sales Comps,Sales Comp 15 - City,Sales Comp Analysis,$F$22
SALES_COMP_15_LATITUDE,Sales Comps,Sales Comp 15 - Latitude,Sales Comp Analysis,$I$22
SALES_COMP_15_LONGITUDE,Sales Comps,Sales Comp 15 - Longitude,Sales Comp Analysis,$J$22
SALES_COMP_15_DISTANCE_TO_SUBJECT,Sales Comps,Sales Comp 15 - Distance to Subject,Sales Comp Analysis,$K$22
SALES_COMP_15_BUILDING_TYPE,Sales Comps,Sales Comp 15 - Building Type,Sales Comp Analysis,$N$22
SALES_COMP_15_YEAR_BUILT,Sales Comps,Sales Comp 15 - Year Built,Sales Comp Analysis,$O$22
SALES_COMP_15_STORIES,Sales Comps,Sales Comp 15 -  Stories,Sales Comp Analysis,$R$22
